concept_id,publish,domain,variable_type,instance_type,audit_note
MRI_QC_ALERT_REPORTING_COMMENTS,FALSE,Brain & Cognitive,process_admin,single,Internal QC/administrative communications. Variable type listed as integer but described as a comments field; likely text. Note: I92MRQCCOM also appears in MRQC_COMMENTS — potential duplicate variable inclusion across concepts.
MRI_QC_DATES,FALSE,Brain & Cognitive,process_admin,single,Composite of multiple administrative date fields grouped into one concept. Publish set to false as these are process/logistics dates.
MRI_QC_REVIEW_STATUS,FALSE,Brain & Cognitive,process_admin,single,Internal workflow/process variable. Only value label provided is '1 = No'; 'Yes' category appears to be unlabeled or missing from the source data.
MRI_SCAN_DATE,FALSE,Brain & Cognitive,process_admin,single,Administrative exam date. Publish set to false.
MRI_SCHEDULING,FALSE,Brain & Cognitive,process_admin,single,Administrative scheduling data. Publish set to false.
MRI_SCREENING_FORM_COMPLETION_DATE,FALSE,Brain & Cognitive,process_admin,single,Administrative form date. Publish set to false.
MRI_SEQUENCE_ACCEPTED_COMMENTS,FALSE,Brain & Cognitive,process_admin,single,Internal QC workflow comments. Variable type listed as integer but described as comments fields; likely text. Grouping covers multiple sequence-specific comment variables.
MRI_SEQUENCE_ACCEPTED_STATUS,FALSE,Brain & Cognitive,process_admin,single,Internal QC tracking variable. Only value label provided is '1 = No'; 'Yes' category appears unlabeled. Grouping covers multiple sequence-specific acceptance variables.
MRI_SEQUENCE_DELIVERED_COMMENTS,FALSE,Brain & Cognitive,process_admin,single,Internal QC workflow comments about delivery to PPC. Variable type listed as integer but described as comments fields; likely text. Grouping covers multiple sequence-specific comment variables.
MRI_SEQUENCE_DELIVERED_STATUS,FALSE,Brain & Cognitive,process_admin,single,Internal QC tracking of delivery to PPC. Only value label provided is '1 = No'; 'Yes' category appears unlabeled. Grouping covers multiple sequence-specific delivery variables.
MRI_SEQUENCE_RECEIVED_COMMENTS,FALSE,Brain & Cognitive,process_admin,single,Internal QC workflow comments about receipt at reading center. Variable type listed as integer but described as comments fields; likely text. Value label '1 = No' is unexpected for a comments variable — may be a data entry artifact. Grouping covers multiple sequence-specific comment variables.
MRI_SEQUENCE_RECEIVED_STATUS,FALSE,Brain & Cognitive,process_admin,single,Internal QC tracking of receipt at reading center. Only value label provided is '1 = No'; 'Yes' category appears unlabeled. Grouping covers multiple sequence-specific receipt variables.
MRI_SITE_COMMENTS,TRUE,Brain & Cognitive,process_admin,single,Variable type listed as integer but described as a comments/text field.
MRI_STUDY_COMPLETENESS,TRUE,Brain & Cognitive,process_admin,single,Composite concept grouping multiple completeness and reason variables across Exams H and I. Variable type listed as integer; likely a mix of encoded and text fields.
MRI_SWI_NOT_OBTAINED_REASON,TRUE,Brain & Cognitive,process_admin,single,Variable type listed as integer but described as a reason/text field. Limited source descriptions.
MRI_SWI_OBTAINED,TRUE,Brain & Cognitive,process_admin,single,Only value label provided is '1 = No'; 'Yes' category appears unlabeled.
MRI_TECHNICAL_ISSUES,TRUE,Brain & Cognitive,process_admin,single,
MRI_TRANSMISSION_COUNTS,TRUE,Brain & Cognitive,process_admin,single,
MRI_TRANSMISSION_DATE_TO_MRQC,FALSE,Brain & Cognitive,process_admin,single,Administrative logistics date. Publish set to false.
MRQC_COMMENTS,TRUE,Brain & Cognitive,process_admin,single,Variable type listed as integer but described as a comments/text field. Concept groups MRQC radiologist comments (Exam H) with reading center comments and alert-level reporting comments (Exam I). Note: the alert-level reporting comments variable (I92MRQCCOM) also appears in MRI_QC_ALERT_REPORTING_COMMENTS — potential duplicate variable inclusion across concepts that may warrant reclustering.
MRQC_TECHNOLOGIST_ID,FALSE,Brain & Cognitive,identifier,single,Staff/personnel identifier. Publish set to false.
CLINICIAN_MEMORY_CONCERN,TRUE,Brain & Cognitive,survey_response,single,Only one value label provided (1=No); confirm full response options include Yes.
COGNITIVE_ACTIVITY_ART,TRUE,Brain & Cognitive,survey_response,single,Only lower bound value label provided (0=Never); confirm full frequency scale.
COGNITIVE_ACTIVITY_CRAFTS,TRUE,Brain & Cognitive,survey_response,single,Only lower bound value label provided (0=Never); confirm full frequency scale.
COGNITIVE_ACTIVITY_GROUPS,TRUE,Brain & Cognitive,survey_response,single,Only lower bound value label provided (0=Never); confirm full frequency scale.
COGNITIVE_ACTIVITY_MUSIC,TRUE,Brain & Cognitive,survey_response,single,Only lower bound value label provided (0=Never); confirm full frequency scale.
COGNITIVE_ACTIVITY_PLAYING_GAMES,TRUE,Brain & Cognitive,survey_response,single,Only lower bound value label provided (0=Never); confirm full frequency scale.
COGNITIVE_ACTIVITY_READING_BOOKS,TRUE,Brain & Cognitive,survey_response,single,Only lower bound value label provided (0=Never); confirm full frequency scale. Limited source descriptions.
COGNITIVE_ACTIVITY_READING_MAGAZINES,TRUE,Brain & Cognitive,survey_response,single,Only lower bound value label provided (0=Never); confirm full frequency scale. Limited source descriptions.
COGNITIVE_ACTIVITY_READING_NEWS,TRUE,Brain & Cognitive,survey_response,single,Only lower bound value label provided (0=Never); confirm full frequency scale. Limited source descriptions.
COMPUTER_USE_FREQUENCY,TRUE,Brain & Cognitive,survey_response,single,Only lower bound value label provided (0=Never); confirm full frequency scale.
FAMILY_DEMENTIA_HISTORY,TRUE,Brain & Cognitive,survey_response,single,"Two variables grouped under one concept: I98DEMFM (any immediate family member diagnosed with dementia) and I98DEMFM65 (whether that diagnosis occurred before age 65). These are a primary question and a conditional follow-up sub-question, not method variants. Consider separating into individual concepts."
HEAD_NECK_INJURY1_DETAILS,TRUE,Brain & Cognitive,survey_response,single,"Groups five variables capturing details of the first reported head/neck injury event: age at injury, loss of consciousness (yes/no), duration of loss of consciousness in minutes, memory gap, and hospitalization. Units listed as 'years' applies only to the age variable; minutes apply to the consciousness duration variable. These are sub-components of a single injury episode, not multiple instances of the same variable."
HEAD_NECK_INJURY2_DETAILS,TRUE,Brain & Cognitive,survey_response,single,"Groups five variables capturing details of the second reported head/neck injury event: age at injury, loss of consciousness (yes/no), duration of loss of consciousness in minutes, memory gap, and hospitalization. Units listed as 'years' applies only to the age variable; minutes apply to the consciousness duration variable."
HEAD_NECK_INJURY3_DETAILS,TRUE,Brain & Cognitive,survey_response,single,"Groups five variables capturing details of the third reported head/neck injury event: age at injury, loss of consciousness (yes/no), duration of loss of consciousness in minutes, memory gap, and hospitalization. Units listed as 'years' applies only to the age variable; minutes apply to the consciousness duration variable."
HEAD_NECK_INJURY4_DETAILS,TRUE,Brain & Cognitive,survey_response,single,"Groups five variables capturing details of the fourth reported head/neck injury event: age at injury, loss of consciousness (yes/no), duration of loss of consciousness in minutes, memory gap, and hospitalization. Units listed as 'years' applies only to the age variable; minutes apply to the consciousness duration variable. Note: Q2a label appears on both the consciousness duration and age at injury entries in source — possible description tagging error in source data."
HEAD_NECK_INJURY_EVER_TREATED,TRUE,Brain & Cognitive,survey_response,single,Limited source descriptions. Only one value label provided (1=No).
HEAD_NECK_INJURY_MECHANISM,TRUE,Brain & Cognitive,survey_response,single,"Four variables each capture a distinct yes/no injury mechanism (vehicle crash, fall/hit by object, fight/hit by person, blast/explosion). These are parallel indicator items within the same survey section, not method variants of a single measurement. Consider whether individual variables warrant separate concept entries."
LEARNING_DISORDER_DIAGNOSIS,TRUE,Brain & Cognitive,survey_response,single,Limited source descriptions. Only one value label provided (1=No).
MEMORY_GAP_OR_DAZED_EPISODE,TRUE,Brain & Cognitive,survey_response,single,Limited source descriptions. Only one value label provided (1=No).
REPEATED_HEAD_IMPACTS_HISTORY,TRUE,Brain & Cognitive,survey_response,single,"Groups four variables covering the history of repeated head impacts: whether repeated impacts occurred (I98INJREP), age when impacts began (I98INJREPSTAG), age when impacts ended (I98INJREPENDAG), and whether any impact caused loss of consciousness/knockout (I98KO). These are distinct attributes of one construct, not multiple instances of the same measurement."
SELF_RATED_MEMORY_COMPARISON,TRUE,Brain & Cognitive,survey_response,single,Only one value label provided (1=Much worse than others my age); confirm full response scale.
SELF_REPORTED_MEMORY_CHANGE_5Y,TRUE,Brain & Cognitive,survey_response,single,"Groups two variables: whether memory has worsened in the past 5 years (I98MEM5YR) and how many years ago the decline began (I98MEM5YTX). The second is a conditional follow-up to the first, not a method variant. Units (years) apply to the years-ago variable only."
SOCIAL_ACTIVITY_OUTINGS,TRUE,Brain & Cognitive,survey_response,single,Only lower bound value label provided (0=Never); confirm full frequency scale.
SPECIAL_EDUCATION_HISTORY,TRUE,Brain & Cognitive,survey_response,single,Limited source descriptions. Only one value label provided (1=No).
PLASMA_FIBRINOGEN_MGDL,TRUE,Inflammation,lab_value,single,"Exam C variable description references a '2003 RUN', suggesting a reanalysis of Year 7 samples; this may reflect a batch rerun rather than a prospective collection. Investigators should verify whether CL6FIBR values differ from any original Year 7 fibrinogen values."
ADDRESS_STATUS,TRUE,Administrative,process_admin,single,Multiple follow-up month variables (6 through 174 months) mapped to this concept. Limited source descriptions.
AGE_FIRST_TOLD_DIABETES,TRUE,Medical History,survey_response,single,Limited source descriptions.
AGE_FIRST_TOLD_HEART_PROBLEM,TRUE,Medical History,survey_response,single,Limited source descriptions.
AGE_FIRST_TOLD_HIGH_BP,TRUE,Medical History,survey_response,single,Limited source descriptions.
AGE_FIRST_TOLD_HIGH_CHOLESTEROL,TRUE,Medical History,survey_response,single,Limited source descriptions.
AGE_FIRST_TOLD_STROKE_TIA,TRUE,Medical History,survey_response,single,Limited source descriptions. Variable type listed as encoded despite units of years; may be a categorical or numeric response.
ANGINA_OR_CHEST_PAIN,TRUE,Medical History,survey_response,single,Month 96 description reads 'ANGINA OR CHEST PAINS?' while Month 108 reads 'ANGINA?' — possible narrowing of question wording across exams.
ANGIOGRAM_SINCE_LAST_EXAM,TRUE,Medical History,survey_response,single,Limited source descriptions.
ANGIO_OR_HEART_CATH_PAST_YEAR,TRUE,Medical History,survey_response,single,Limited source descriptions.
ANY_VISIT_DUE_TO_CARDIA_REFERRAL,TRUE,Medical History,survey_response,single,Limited source descriptions.
BECAME_PARENT,TRUE,Reproductive Health,survey_response,single,Limited source descriptions.
CAROTID_ARTERY_ULTRASOUND_SINCE_LAST_EXAM,TRUE,Medical History,survey_response,single,Limited source descriptions.
CAT_SCAN_SINCE_LAST_EXAM,TRUE,Medical History,survey_response,single,Limited source descriptions.
CLOSE_FAMILY_MEMBER_DIED,TRUE,Psychosocial,survey_response,single,Limited source descriptions.
DATA_ENTRY_DATE,FALSE,Administrative,process_admin,single,Administrative metadata; not a participant measurement. Description in source reads 'DATA ENTRY DATA' — possible typo for 'DATE'.
DETAILS_MAJOR_ILLNESS,TRUE,Medical History,survey_response,single,Limited source descriptions. String (free-text) variable.
DISCOURAGED_FROM_JOB_HUNTING,TRUE,Sociodemographic,survey_response,single,Limited source descriptions.
DISTANCE_MOVED_FROM_CLINIC,TRUE,Administrative,process_admin,single,Spans follow-up months 6 through 174. May reflect geographic mobility relevant to retention. No units specified in source.
DIVORCED,TRUE,Sociodemographic,survey_response,single,Limited source descriptions.
DOCTOR_CLINIC_VISIT_PAST_YEAR,TRUE,Medical History,survey_response,single,Limited source descriptions.
DOPPLER_SINCE_LAST_EXAM,TRUE,Medical History,survey_response,single,Limited source descriptions.
ENTERED_MARRIAGE_LIKE_RELATIONSHIP,TRUE,Sociodemographic,survey_response,single,Limited source descriptions.
FOLLOWUP_DATE,TRUE,Administrative,process_admin,single,Administrative contact date used to establish timing of follow-up data collection. One description reads 'YEAR 0 EXAM DATA AS LISTED IN FOLLOW-UP' which conflicts with other descriptions — possible miscoded variable.
FORM_VERSION,FALSE,Administrative,process_admin,single,Administrative metadata; not a participant measurement.
FOUND_JOB_STAYED_2Y,TRUE,Sociodemographic,survey_response,single,Limited source descriptions.
GOT_MARRIED,TRUE,Sociodemographic,survey_response,single,Limited source descriptions.
GRADUATED_FROM_SCHOOL,TRUE,Sociodemographic,survey_response,single,Limited source descriptions.
HEART_ATTACK,TRUE,Medical History,survey_response,single,Limited source descriptions.
HEART_CATH_SINCE_LAST_EXAM,TRUE,Medical History,survey_response,single,Limited source descriptions.
HEART_PROBLEM_DIAGNOSIS,TRUE,Medical History,survey_response,single,Limited source descriptions.
HIGH_BLOOD_PRESSURE_DIAGNOSIS,TRUE,Medical History,survey_response,single,Limited source descriptions.
HOSP1_CODE1,TRUE,Medical History,survey_response,multi_instance,"Source descriptions refer only to 'CODE' without specifying diagnosis, procedure, or coding system. Code type unknown. Limited source descriptions."
HOSP1_CODE2,TRUE,Medical History,survey_response,multi_instance,"Source descriptions refer only to 'CODE' without specifying diagnosis, procedure, or coding system. Code type unknown. Limited source descriptions."
HOSP1_CODE3,TRUE,Medical History,survey_response,multi_instance,"Source descriptions refer only to 'CODE' without specifying diagnosis, procedure, or coding system. Code type unknown. Limited source descriptions."
HOSP2_CODE1,TRUE,Medical History,survey_response,multi_instance,"Source descriptions refer only to 'CODE' without specifying diagnosis, procedure, or coding system. Code type unknown. Limited source descriptions."
HOSP2_CODE2,TRUE,Medical History,survey_response,multi_instance,"Source descriptions refer only to 'CODE' without specifying diagnosis, procedure, or coding system. Code type unknown. Limited source descriptions."
HOSP2_CODE3,TRUE,Medical History,survey_response,multi_instance,"Source descriptions refer only to 'CODE' without specifying diagnosis, procedure, or coding system. Code type unknown. Limited source descriptions."
HOSP3_CODE1,TRUE,Medical History,survey_response,multi_instance,"Source descriptions refer only to 'CODE' without specifying diagnosis, procedure, or coding system. Code type unknown. Limited source descriptions."
HOSP3_CODE2,TRUE,Medical History,survey_response,multi_instance,"Source descriptions refer only to 'CODE' without specifying diagnosis, procedure, or coding system. Code type unknown. Limited source descriptions."
HOSP3_CODE3,TRUE,Medical History,survey_response,multi_instance,"Source descriptions refer only to 'CODE' without specifying diagnosis, procedure, or coding system. Code type unknown. Limited source descriptions."
HOSPITALIZATION_MONTH_A,FALSE,Medical History,survey_response,single,Duplicate of HOSP_DATE_MONTH_A — FY048PMA appears in both concepts. Recommend suppressing this single-exam concept in favor of the multi-exam HOSP_DATE_MONTH_A. Limited source descriptions.
